,Date,Forecasted Sales
0,2024-01-01T00:00:00.000,1180.22607421875
1,2024-01-02T00:00:00.000,1088.920166015625
2,2024-01-03T00:00:00.000,1231.75
3,2024-01-04T00:00:00.000,1205.506103515625
4,2024-01-05T00:00:00.000,1288.0557861328125
5,2024-01-06T00:00:00.000,1215.66162109375
6,2024-01-07T00:00:00.000,1274.5849609375
